'Time','PLETH',,,
'[21:30:41.032 2]',616,2051,-9,-1
'[21:30:41.040 2]',607,2052,-10,0
'[21:30:41.048 2]',597,2053,-10,-1
'[21:30:41.056 2]',587,2054,-11,1
'[21:30:41.064 2]',576,2055,-10,0
'[21:30:41.072 2]',566,2056,-10,2
'[21:30:41.080 2]',556,2057,-8,2
'[21:30:41.088 2]',548,2058,-6,-2
'[21:30:41.096 2]',542,2059,-8,1
'[21:30:41.104 2]',534,2060,-7,-1
'[21:30:41.112 2]',527,2061,-8,0
'[21:30:41.120 2]',519,2062,-8,-1
'[21:30:41.128 2]',511,2063,-9,1
'[21:30:41.136 2]',502,2064,-8,-2
'[21:30:41.144 2]',494,2065,-10,0
'[21:30:41.152 2]',484,2066,-10,-1
'[21:30:41.160 2]',474,2067,-11,1
'[21:30:41.168 2]',463,2068,-10,0
'[21:30:41.176 2]',453,2069,-10,2
'[21:30:41.184 2]',443,2070,-8,2
'[21:30:41.192 2]',435,2071,-6,0
'[21:30:41.200 2]',429,2072,-6,0
'[21:30:41.208 2]',423,2073,-6,0
'[21:30:41.216 2]',417,2074,-6,-2
'[21:30:41.224 2]',411,2075,-8,0
'[21:30:41.232 2]',403,2076,-8,-2
'[21:30:41.240 2]',395,2077,-10,1
'[21:30:41.248 2]',385,2078,-9,2
'[21:30:41.256 2]',376,2079,-7,-1
'[21:30:41.264 2]',369,2080,-8,2
'[21:30:41.272 2]',361,2081,-6,-3
'[21:30:41.280 2]',355,2082,-9,2
'[21:30:41.288 2]',346,2083,-7,9
'[21:30:41.296 2]',339,2084,2,7
'[21:30:41.304 2]',341,2085,9,9
'[21:30:41.312 2]',350,2086,18,5
'[21:30:41.320 2]',368,2087,23,4
'[21:30:41.328 2]',391,2088,27,4
'[21:30:41.336 2]',418,2089,31,-2
'[21:30:41.344 2]',449,2090,29,-2
'[21:30:41.352 2]',478,2091,27,-3
'[21:30:41.360 2]',505,2092,24,-4
'[21:30:41.368 2]',529,2093,20,-3
'[21:30:41.376 2]',549,2094,17,-5
'[21:30:41.384 2]',566,2095,12,-3
'[21:30:41.392 2]',578,2096,9,-1
'[21:30:41.400 2]',587,2097,8,-1
'[21:30:41.408 2]',595,2098,7,-1
'[21:30:41.416 2]',602,2099,6,-1
'[21:30:41.424 2]',608,2100,5,-3
'[21:30:41.432 2]',613,2101,2,-3
'[21:30:41.440 2]',615,2102,-1,-2
'[21:30:41.448 2]',614,2103,-3,-3
'[21:30:41.456 2]',611,2104,-6,-2
'[21:30:41.464 2]',605,2105,-8,0
'[21:30:41.472 2]',597,2106,-8,1
'[21:30:41.480 2]',589,2107,-7,-2
'[21:30:41.488 2]',582,2108,-9,-1
'[21:30:41.496 2]',573,2109,-10,-1
'[21:30:41.504 2]',563,2110,-11,0
'[21:30:41.512 2]',552,2111,-11,0
'[21:30:41.520 2]',541,2112,-11,0
'[21:30:41.528 2]',530,2113,-11,1
'[21:30:41.536 2]',519,2114,-10,1
'[21:30:41.544 2]',509,2115,-9,-1
'[21:30:41.552 2]',500,2116,-10,1
'[21:30:41.560 2]',490,2117,-9,-1
'[21:30:41.568 2]',481,2118,-10,1
'[21:30:41.576 2]',471,2119,-9,0
'[21:30:41.584 2]',462,2120,-9,1
'[21:30:41.592 2]',453,2121,-8,0
'[21:30:41.600 2]',445,2122,-8,-1
'[21:30:41.608 2]',437,2123,-9,0
'[21:30:41.616 2]',428,2124,-9,2
'[21:30:41.624 2]',419,2125,-7,0
'[21:30:41.632 2]',412,2126,-7,1
'[21:30:41.640 2]',405,2127,-6,-1
'[21:30:41.648 2]',399,2128,-7,0
'[21:30:41.656 2]',392,2129,-7,-1
'[21:30:41.664 2]',385,2130,-8,0
'[21:30:41.672 2]',377,2131,-8,-1
'[21:30:41.680 2]',369,2132,-9,1
'[21:30:41.688 2]',360,2133,-8,-2
'[21:30:41.696 2]',352,2134,-10,2
'[21:30:41.704 2]',342,2135,-8,2
'[21:30:41.712 2]',334,2136,-6,4
'[21:30:41.720 2]',328,2137,-2,6
'[21:30:41.728 2]',326,2138,4,7
'[21:30:41.736 2]',330,2139,11,6
'[21:30:41.744 2]',341,2140,17,5
'[21:30:41.752 2]',358,2141,22,5
'[21:30:41.760 2]',380,2142,27,1
'[21:30:41.768 2]',407,2143,28,0
'[21:30:41.776 2]',435,2144,28,-4
'[21:30:41.784 2]',463,2145,24,-5
'[21:30:41.792 2]',487,2146,19,2
'[21:30:41.800 2]',506,2147,21,-2
'[21:30:41.808 2]',527,2148,19,-1
'[21:30:41.816 2]',546,2149,18,-2
'[21:30:41.824 2]',564,2150,16,-4
'[21:30:41.832 2]',580,2151,12,0
'[21:30:41.840 2]',592,2152,12,-3
'[21:30:41.848 2]',604,2153,9,-2
'[21:30:41.856 2]',613,2154,7,-3
'[21:30:41.864 2]',620,2155,4,-3
'[21:30:41.872 2]',624,2156,1,-3
'[21:30:41.880 2]',625,2157,-2,-2
'[21:30:41.888 2]',623,2158,-4,-1
'[21:30:41.896 2]',619,2159,-5,-1
'[21:30:41.904 2]',614,2160,-6,-2
'[21:30:41.912 2]',608,2161,-8,-1
'[21:30:41.920 2]',600,2162,-9,1
'[21:30:41.928 2]',591,2163,-8,-1
'[21:30:41.936 2]',583,2164,-9,0
'[21:30:41.944 2]',574,2165,-9,-2
'[21:30:41.952 2]',565,2166,-11,1
'[21:30:41.960 2]',554,2167,-10,1
'[21:30:41.968 2]',544,2168,-9,0
'[21:30:41.976 2]',535,2169,-9,1
'[21:30:41.984 2]',526,2170,-8,-1
'[21:30:41.992 2]',518,2171,-9,0
'[21:30:42.000 2]',509,2172,-9,0
'[21:30:42.008 2]',500,2173,-9,-1
'[21:30:42.016 2]',491,2174,-10,-1
'[21:30:42.024 2]',481,2175,-11,1
'[21:30:42.032 2]',470,2176,-10,1
'[21:30:42.040 2]',460,2177,-9,-1
'[21:30:42.048 2]',451,2178,-10,-1
'[21:30:42.056 2]',441,2179,-11,0
'[21:30:42.064 2]',430,2180,-11,2
'[21:30:42.072 2]',419,2181,-9,1
'[21:30:42.080 2]',410,2182,-8,0
'[21:30:42.088 2]',402,2183,-8,-1
'[21:30:42.096 2]',394,2184,-9,0
'[21:30:42.104 2]',385,2185,-9,-1
'[21:30:42.112 2]',376,2186,-10,-1
'[21:30:42.120 2]',366,2187,-11,-1
'[21:30:42.128 2]',355,2188,-12,1
'[21:30:42.136 2]',343,2189,-11,3
'[21:30:42.144 2]',332,2190,-8,2
'[21:30:42.152 2]',324,2191,-6,4
'[21:30:42.160 2]',318,2192,-2,6
'[21:30:42.168 2]',316,2193,4,7
'[21:30:42.176 2]',320,2194,11,3
'[21:30:42.184 2]',331,2195,14,4
'[21:30:42.192 2]',345,2196,18,5
'[21:30:42.200 2]',363,2197,23,2
'[21:30:42.208 2]',386,2198,25,0
'[21:30:42.216 2]',411,2199,25,-1
'[21:30:42.224 2]',436,2200,24,0
'[21:30:42.232 2]',460,2201,24,-4
'[21:30:42.240 2]',484,2202,20,-1
'[21:30:42.248 2]',504,2203,19,-3
'[21:30:42.256 2]',523,2204,16,-2
'[21:30:42.264 2]',539,2205,14,-3
'[21:30:42.272 2]',553,2206,11,-3
'[21:30:42.280 2]',564,2207,8,-2
'[21:30:42.288 2]',572,2208,6,-3
'[21:30:42.296 2]',578,2209,3,-2
'[21:30:42.304 2]',581,2210,1,-1
'[21:30:42.312 2]',582,2211,0,-3
'[21:30:42.320 2]',582,2212,-3,-1
'[21:30:42.328 2]',579,2213,-4,-3
'[21:30:42.336 2]',575,2214,-7,0
'[21:30:42.344 2]',568,2215,-7,0
'[21:30:42.352 2]',561,2216,-7,-3
'[21:30:42.360 2]',554,2217,-10,2
'[21:30:42.368 2]',544,2218,-8,3
'[21:30:42.376 2]',536,2219,-5,-1
'[21:30:42.384 2]',531,2220,-6,1
'[21:30:42.392 2]',525,2221,-5,-2
'[21:30:42.400 2]',520,2222,-7,1
'[21:30:42.408 2]',513,2223,-6,-1
'[21:30:42.416 2]',507,2224,-7,1
'[21:30:42.424 2]',500,2225,-6,-2
'[21:30:42.432 2]',494,2226,-8,-1
'[21:30:42.440 2]',486,2227,-9,1
'[21:30:42.448 2]',477,2228,-8,-1
'[21:30:42.456 2]',469,2229,-9,2
'[21:30:42.464 2]',460,2230,-7,-2
'[21:30:42.472 2]',453,2231,-9,2
'[21:30:42.480 2]',444,2232,-7,-1
'[21:30:42.488 2]',437,2233,-8,-2
'[21:30:42.496 2]',429,2234,-10,1
'[21:30:42.504 2]',419,2235,-9,-1
'[21:30:42.512 2]',410,2236,-10,0
'[21:30:42.520 2]',400,2237,-10,1
'[21:30:42.528 2]',390,2238,-9,-1
'[21:30:42.536 2]',381,2239,-10,1
'[21:30:42.544 2]',371,2240,-9,0
'[21:30:42.552 2]',362,2241,-9,0
'[21:30:42.560 2]',353,2242,-9,1
'[21:30:42.568 2]',344,2243,-8,1
'[21:30:42.576 2]',336,2244,-7,3
'[21:30:42.584 2]',329,2245,-4,1
'[21:30:42.592 2]',325,2246,-3,1
'[21:30:42.600 2]',322,2247,-2,5
'[21:30:42.608 2]',320,2248,3,4
'[21:30:42.616 2]',323,2249,7,6
'[21:30:42.624 2]',330,2250,13,7
'[21:30:42.632 2]',343,2251,20,3
'[21:30:42.640 2]',363,2252,23,4
'[21:30:42.648 2]',386,2253,27,0
'[21:30:42.656 2]',413,2254,27,-2
'[21:30:42.664 2]',440,2255,25,0
'[21:30:42.672 2]',465,2256,25,-7
'[21:30:42.680 2]',490,2257,18,-4
'[21:30:42.688 2]',508,2258,14,-1
'[21:30:42.696 2]',522,2259,13,-3
'[21:30:42.704 2]',535,2260,10,0
'[21:30:42.712 2]',545,2261,10,-3
'[21:30:42.720 2]',555,2262,7,-1
'[21:30:42.728 2]',562,2263,6,-1
'[21:30:42.736 2]',568,2264,5,-2
'[21:30:42.744 2]',573,2265,3,-2
'[21:30:42.752 2]',576,2266,1,-3
'[21:30:42.760 2]',577,2267,-2,-5
'[21:30:42.768 2]',575,2268,-7,-1
'[21:30:42.776 2]',568,2269,-8,-1
'[21:30:42.784 2]',560,2270,-9,0
'[21:30:42.792 2]',551,2271,-9,-2
'[21:30:42.800 2]',542,2272,-11,1
'[21:30:42.808 2]',531,2273,-10,0
'[21:30:42.816 2]',521,2274,-10,0
'[21:30:42.824 2]',511,2275,-10,1
'[21:30:42.832 2]',501,2276,-9,-1
'[21:30:42.840 2]',492,2277,-10,1
'[21:30:42.848 2]',482,2278,-9,1
'[21:30:42.856 2]',473,2279,-8,0
'[21:30:42.864 2]',465,2280,-8,-2
'[21:30:42.872 2]',457,2281,-10,1
'[21:30:42.880 2]',447,2282,-9,0
'[21:30:42.888 2]',438,2283,-9,-1
'[21:30:42.896 2]',429,2284,-10,2
'[21:30:42.904 2]',419,2285,-8,0
'[21:30:42.912 2]',411,2286,-8,0
'[21:30:42.920 2]',403,2287,-8,0
'[21:30:42.928 2]',395,2288,-8,0
'[21:30:42.936 2]',387,2289,-8,-1
'[21:30:42.944 2]',379,2290,-9,0
'[21:30:42.952 2]',370,2291,-9,0
'[21:30:42.960 2]',361,2292,-9,1
'[21:30:42.968 2]',352,2293,-8,1
'[21:30:42.976 2]',344,2294,-7,2
'[21:30:42.984 2]',337,2295,-5,-1
'[21:30:42.992 2]',332,2296,-6,1
'[21:30:43.000 2]',326,2297,-5,-2
'[21:30:43.008 2]',321,2298,-7,-1
'[21:30:43.016 2]',314,2299,-8,1
'[21:30:43.024 2]',306,2300,-7,0
'[21:30:43.032 2]',299,2301,-7,4
'[21:30:43.040 2]',292,2302,-3,5
'[21:30:43.048 2]',289,2303,2,7
'[21:30:43.056 2]',291,2304,9,8
'[21:30:43.064 2]',300,2305,17,4
'[21:30:43.072 2]',317,2306,21,3
'[21:30:43.080 2]',338,2307,24,-1
'[21:30:43.088 2]',362,2308,23,4
'[21:30:43.096 2]',385,2309,27,-1
'[21:30:43.104 2]',412,2310,26,-1
'[21:30:43.112 2]',438,2311,25,-3
'[21:30:43.120 2]',463,2312,22,-3
'[21:30:43.128 2]',485,2313,19,-2
'[21:30:43.136 2]',504,2314,17,-3
'[21:30:43.144 2]',521,2315,14,-4
'[21:30:43.152 2]',535,2316,10,-1
'[21:30:43.160 2]',545,2317,9,-1
'[21:30:43.168 2]',554,2318,8,-3
'[21:30:43.176 2]',562,2319,5,-2
'[21:30:43.184 2]',567,2320,3,-3
'[21:30:43.192 2]',570,2321,0,-1
'[21:30:43.200 2]',570,2322,-1,-2
'[21:30:43.208 2]',569,2323,-3,-3
'[21:30:43.216 2]',566,2324,-6,-1
'[21:30:43.224 2]',560,2325,-7,-1
'[21:30:43.232 2]',553,2326,-8,0
'[21:30:43.240 2]',545,2327,-8,0
'[21:30:43.248 2]',537,2328,-8,0
'[21:30:43.256 2]',529,2329,-8,-1
'[21:30:43.264 2]',521,2330,-9,1
'[21:30:43.272 2]',512,2331,-8,1
'[21:30:43.280 2]',504,2332,-7,0
'[21:30:43.288 2]',497,2333,-7,-2
'[21:30:43.296 2]',490,2334,-9,0
'[21:30:43.304 2]',481,2335,-9,1
'[21:30:43.312 2]',472,2336,-8,-1
'[21:30:43.320 2]',464,2337,-9,9
'[21:30:43.328 2]',455,2338,0,4
'[21:30:43.336 2]',455,2339,4,-6
'[21:30:43.344 2]',459,2340,-2,-3
'[21:30:43.352 2]',457,2341,-5,-2
'[21:30:43.360 2]',452,2342,-7,-1
'[21:30:43.368 2]',445,2343,-8,2
'[21:30:43.376 2]',437,2344,-6,-3
'[21:30:43.384 2]',431,2345,-9,0
'[21:30:43.392 2]',422,2346,-9,2
'[21:30:43.400 2]',413,2347,-7,-2
'[21:30:43.408 2]',406,2348,-9,0
'[21:30:43.416 2]',397,2349,-9,-2
'[21:30:43.424 2]',388,2350,-11,1
'[21:30:43.432 2]',377,2351,-10,-2
'[21:30:43.440 2]',367,2352,-12,1
'[21:30:43.448 2]',355,2353,-11,1
'[21:30:43.456 2]',344,2354,-10,4
'[21:30:43.464 2]',334,2355,-6,4
'[21:30:43.472 2]',328,2356,-2,4
'[21:30:43.480 2]',326,2357,2,4
'[21:30:43.488 2]',328,2358,6,7
'[21:30:43.496 2]',334,2359,13,6
'[21:30:43.504 2]',347,2360,19,4
'[21:30:43.512 2]',366,2361,23,2
'[21:30:43.520 2]',389,2362,25,1
'[21:30:43.528 2]',414,2363,26,-1
'[21:30:43.536 2]',440,2364,25,-2
'[21:30:43.544 2]',465,2365,23,-2
'[21:30:43.552 2]',488,2366,21,-3
'[21:30:43.560 2]',509,2367,18,-2
'[21:30:43.568 2]',527,2368,16,-4
'[21:30:43.576 2]',543,2369,12,-3
'[21:30:43.584 2]',555,2370,9,0
'[21:30:43.592 2]',564,2371,9,-2
'[21:30:43.600 2]',573,2372,7,-2
'[21:30:43.608 2]',580,2373,5,-3
'[21:30:43.616 2]',585,2374,2,-1
'[21:30:43.624 2]',587,2375,1,-3
'[21:30:43.632 2]',588,2376,-2,-3
'[21:30:43.640 2]',586,2377,-5,-2
'[21:30:43.648 2]',581,2378,-7,-2
'[21:30:43.656 2]',574,2379,-9,0
'[21:30:43.664 2]',565,2380,-9,-1
'[21:30:43.672 2]',556,2381,-10,3
'[21:30:43.680 2]',546,2382,-7,-1
'[21:30:43.688 2]',539,2383,-8,1
'[21:30:43.696 2]',531,2384,-7,0
'[21:30:43.704 2]',524,2385,-7,1
'[21:30:43.712 2]',517,2386,-6,-1
'[21:30:43.720 2]',511,2387,-7,2
'[21:30:43.728 2]',504,2388,-5,-2
'[21:30:43.736 2]',499,2389,-7,-1
'[21:30:43.744 2]',492,2390,-8,0
'[21:30:43.752 2]',484,2391,-8,1
'[21:30:43.760 2]',476,2392,-7,-2
'[21:30:43.768 2]',469,2393,-9,3
'[21:30:43.776 2]',460,2394,-6,0
'[21:30:43.784 2]',454,2395,-6,-1
'[21:30:43.792 2]',448,2396,-7,0
'[21:30:43.800 2]',441,2397,-7,-1
'[21:30:43.808 2]',434,2398,-8,-1
'[21:30:43.816 2]',426,2399,-9,0
'[21:30:43.824 2]',417,2400,-9,0
'[21:30:43.832 2]',408,2401,-9,0
'[21:30:43.840 2]',399,2402,-9,1
'[21:30:43.848 2]',390,2403,-8,-2
'[21:30:43.856 2]',382,2404,-10,0
'[21:30:43.864 2]',372,2405,-10,0
'[21:30:43.872 2]',362,2406,-10,2
'[21:30:43.880 2]',352,2407,-8,2
'[21:30:43.888 2]',344,2408,-6,0
'[21:30:43.896 2]',338,2409,-6,3
'[21:30:43.904 2]',332,2410,-3,4
'[21:30:43.912 2]',329,2411,1,5
'[21:30:43.920 2]',330,2412,6,6
'[21:30:43.928 2]',336,2413,12,6
'[21:30:43.936 2]',348,2414,18,5
'[21:30:43.944 2]',366,2415,23,2
'[21:30:43.952 2]',389,2416,25,1
'[21:30:43.960 2]',414,2417,26,-1
'[21:30:43.968 2]',440,2418,25,-5
'[21:30:43.976 2]',465,2419,20,-4
'[21:30:43.984 2]',485,2420,16,0
'[21:30:43.992 2]',501,2421,16,-1
'[21:30:44.000 2]',517,2422,15,-3
'[21:30:44.008 2]',532,2423,12,-2
'[21:30:44.016 2]',544,2424,10,-3
'[21:30:44.024 2]',554,2425,7,-3
'[21:30:44.032 2]',561,2426,4,-2
'[21:30:44.040 2]',565,2427,2,-2
'[21:30:44.048 2]',567,2428,0,-2
'[21:30:44.056 2]',567,2429,-2,-2
'[21:30:44.064 2]',565,2430,-4,-2
'[21:30:44.072 2]',561,2431,-6,0
'[21:30:44.080 2]',555,2432,-6,0
'[21:30:44.088 2]',549,2433,-6,0
'[21:30:44.096 2]',543,2434,-6,-3
'[21:30:44.104 2]',537,2435,-9,1
'[21:30:44.112 2]',528,2436,-8,-1
'[21:30:44.120 2]',520,2437,-9,1
'[21:30:44.128 2]',511,2438,-8,0
'[21:30:44.136 2]',503,2439,-8,0
'[21:30:44.144 2]',495,2440,-8,-1
'[21:30:44.152 2]',487,2441,-9,0
'[21:30:44.160 2]',478,2442,-9,-1
'[21:30:44.168 2]',469,2443,-10,3
'[21:30:44.176 2]',459,2444,-7,0
'[21:30:44.184 2]',452,2445,-7,0
'[21:30:44.192 2]',445,2446,-7,0
'[21:30:44.200 2]',438,2447,-7,-1
'[21:30:44.208 2]',431,2448,-8,1
'[21:30:44.216 2]',423,2449,-7,2
'[21:30:44.224 2]',416,2450,-5,-2
'[21:30:44.232 2]',411,2451,-7,0
'[21:30:44.240 2]',404,2452,-7,-1
'[21:30:44.248 2]',397,2453,-8,0
'[21:30:44.256 2]',389,2454,-8,-1
'[21:30:44.264 2]',381,2455,-9,-1
'[21:30:44.272 2]',372,2456,-10,1
'[21:30:44.280 2]',362,2457,-9,1
'[21:30:44.288 2]',353,2458,-8,0
'[21:30:44.296 2]',345,2459,-8,1
'[21:30:44.304 2]',337,2460,-7,2
'[21:30:44.312 2]',330,2461,-5,1
'[21:30:44.320 2]',325,2462,-4,4
'[21:30:44.328 2]',321,2463,0,5
'[21:30:44.336 2]',321,2464,5,3
'[21:30:44.344 2]',326,2465,8,8
'[21:30:44.352 2]',334,2466,16,4
'[21:30:44.360 2]',350,2467,20,3
'[21:30:44.368 2]',370,2468,23,-1
'[21:30:44.376 2]',393,2469,22,0
'[21:30:44.384 2]',415,2470,22,0
'[21:30:44.392 2]',437,2471,22,1
'[21:30:44.400 2]',459,2472,23,0
'[21:30:44.408 2]',482,2473,23,-3
'[21:30:44.416 2]',505,2474,20,-7
'[21:30:44.424 2]',525,2475,13,-2
'[21:30:44.432 2]',538,2476,11,-1
'[21:30:44.440 2]',549,2477,10,-2
'[21:30:44.448 2]',559,2478,8,-2
'[21:30:44.456 2]',567,2479,6,-2
'[21:30:44.464 2]',573,2480,4,-2
'[21:30:44.472 2]',577,2481,2,-3
'[21:30:44.480 2]',579,2482,-1,-2
'[21:30:44.488 2]',578,2483,-3,-3
'[21:30:44.496 2]',575,2484,-6,-1
'[21:30:44.504 2]',569,2485,-7,-2
'[21:30:44.512 2]',562,2486,-9,1
'[21:30:44.520 2]',553,2487,-8,1
'[21:30:44.528 2]',545,2488,-7,-1
'[21:30:44.536 2]',538,2489,-8,1
'[21:30:44.544 2]',530,2490,-7,-1
'[21:30:44.552 2]',523,2491,-8,1
'[21:30:44.560 2]',515,2492,-7,0
'[21:30:44.568 2]',508,2493,-7,1
'[21:30:44.576 2]',501,2494,-6,0
'[21:30:44.584 2]',495,2495,-6,-1
'[21:30:44.592 2]',489,2496,-7,-1
'[21:30:44.600 2]',482,2497,-8,-2
'[21:30:44.608 2]',474,2498,-10,1
'[21:30:44.616 2]',464,2499,-9,-1
'[21:30:44.624 2]',455,2500,-10,0
'[21:30:44.632 2]',445,2501,-10,0
'[21:30:44.640 2]',435,2502,-10,-1
'[21:30:44.648 2]',425,2503,-11,1
'[21:30:44.656 2]',414,2504,-10,-2
'[21:30:44.664 2]',404,2505,-12,4
'[21:30:44.672 2]',392,2506,-8,0
'[21:30:44.680 2]',384,2507,-8,-1
'[21:30:44.688 2]',376,2508,-9,0
'[21:30:44.696 2]',367,2509,-9,-1
'[21:30:44.704 2]',358,2510,-10,0
'[21:30:44.712 2]',348,2511,-10,1
'[21:30:44.720 2]',338,2512,-9,2
'[21:30:44.728 2]',329,2513,-7,-1
'[21:30:44.736 2]',322,2514,-8,1
'[21:30:44.744 2]',314,2515,-7,3
'[21:30:44.752 2]',307,2516,-4,4
'[21:30:44.760 2]',303,2517,0,6
'[21:30:44.768 2]',303,2518,6,5
'[21:30:44.776 2]',309,2519,11,3
'[21:30:44.784 2]',320,2520,14,7
'[21:30:44.792 2]',334,2521,21,3
'[21:30:44.800 2]',355,2522,24,4
'[21:30:44.808 2]',379,2523,28,-2
'[21:30:44.816 2]',407,2524,26,-2
'[21:30:44.824 2]',433,2525,24,-3
'[21:30:44.832 2]',457,2526,21,-3
'[21:30:44.840 2]',478,2527,18,-4
'[21:30:44.848 2]',496,2528,14,-2
'[21:30:44.856 2]',510,2529,12,-2
'[21:30:44.864 2]',522,2530,10,-2
'[21:30:44.872 2]',532,2531,8,-3
'[21:30:44.880 2]',540,2532,5,0
'[21:30:44.888 2]',545,2533,5,-1
'[21:30:44.896 2]',550,2534,4,-3
'[21:30:44.904 2]',554,2535,1,-2
'[21:30:44.912 2]',555,2536,-1,-3
'[21:30:44.920 2]',554,2537,-4,-1
'[21:30:44.928 2]',550,2538,-5,-2
'[21:30:44.936 2]',545,2539,-7,-2
'[21:30:44.944 2]',538,2540,-9,0
'[21:30:44.952 2]',529,2541,-9,1
'[21:30:44.960 2]',520,2542,-8,-1
'[21:30:44.968 2]',512,2543,-9,4
'[21:30:44.976 2]',503,2544,-5,0
'[21:30:44.984 2]',498,2545,-5,0
'[21:30:44.992 2]',493,2546,-5,0
'[21:30:45.000 2]',488,2547,-5,0
'[21:30:45.008 2]',483,2548,-5,-2
'[21:30:45.016 2]',478,2549,-7,0
'[21:30:45.024 2]',471,2550,-7,0
'[21:30:45.032 2]',464,2551,-7,1
'[21:30:45.040 2]',457,2552,-6,-2
'[21:30:45.048 2]',451,2553,-8,-1
'[21:30:45.056 2]',443,2554,-9,0
'[21:30:45.064 2]',434,2555,-9,2
'[21:30:45.072 2]',425,2556,-7,1
'[21:30:45.080 2]',418,2557,-6,-2
'[21:30:45.088 2]',412,2558,-8,0
'[21:30:45.096 2]',404,2559,-8,0
'[21:30:45.104 2]',396,2560,-8,0
'[21:30:45.112 2]',388,2561,-8,0
'[21:30:45.120 2]',380,2562,-8,1
'[21:30:45.128 2]',372,2563,-7,-1
'[21:30:45.136 2]',365,2564,-8,0
'[21:30:45.144 2]',357,2565,-8,1
'[21:30:45.152 2]',349,2566,-7,1
'[21:30:45.160 2]',342,2567,-6,2
'[21:30:45.168 2]',336,2568,-4,4
'[21:30:45.176 2]',332,2569,0,5
'[21:30:45.184 2]',332,2570,5,4
'[21:30:45.192 2]',337,2571,9,7
'[21:30:45.200 2]',346,2572,16,3
'[21:30:45.208 2]',362,2573,19,4
'[21:30:45.216 2]',381,2574,23,2
'[21:30:45.224 2]',404,2575,25,0
'[21:30:45.232 2]',429,2576,25,-2
'[21:30:45.240 2]',454,2577,23,-2
'[21:30:45.248 2]',477,2578,21,-4
'[21:30:45.256 2]',498,2579,17,-1
'[21:30:45.264 2]',515,2580,16,-6
'[21:30:45.272 2]',531,2581,10,-4
'[21:30:45.280 2]',541,2582,6,0
'[21:30:45.288 2]',547,2583,6,-2
'[21:30:45.296 2]',553,2584,4,-2
'[21:30:45.304 2]',557,2585,2,-2
'[21:30:45.312 2]',559,2586,0,-2
'[21:30:45.320 2]',559,2587,-2,-3
'[21:30:45.328 2]',557,2588,-5,-2
'[21:30:45.336 2]',552,2589,-7,0
'[21:30:45.344 2]',545,2590,-7,-2
'[21:30:45.352 2]',538,2591,-9,0
'[21:30:45.360 2]',529,2592,-9,1
'[21:30:45.368 2]',520,2593,-8,17
'[21:30:45.376 2]',512,2594,9,9
'[21:30:45.384 2]',521,2595,18,-14
'[21:30:45.392 2]',539,2596,4,-7
'[21:30:45.400 2]',543,2597,-3,-5
'[21:30:45.408 2]',540,2598,-8,-2
'[21:30:45.416 2]',532,2599,-10,0
'[21:30:45.424 2]',522,2600,-10,-2
'[21:30:45.432 2]',512,2601,-12,0
'[21:30:45.440 2]',500,2602,-12,3
'[21:30:45.448 2]',488,2603,-9,-1
'[21:30:45.456 2]',479,2604,-10,-1
'[21:30:45.464 2]',469,2605,-11,2
'[21:30:45.472 2]',458,2606,-9,1
'[21:30:45.480 2]',449,2607,-8,-1
'[21:30:45.488 2]',441,2608,-9,-1
'[21:30:45.496 2]',432,2609,-10,0
'[21:30:45.504 2]',422,2610,-10,0
'[21:30:45.512 2]',412,2611,-10,0
'[21:30:45.520 2]',402,2612,-10,1
'[21:30:45.528 2]',392,2613,-9,0
'[21:30:45.536 2]',383,2614,-9,2
'[21:30:45.544 2]',374,2615,-7,-2
'[21:30:45.552 2]',367,2616,-9,-1
'[21:30:45.560 2]',358,2617,-10,-1
'[21:30:45.568 2]',348,2618,-11,3
'[21:30:45.576 2]',337,2619,-8,4
'[21:30:45.584 2]',329,2620,-4,1
'[21:30:45.592 2]',325,2621,-3,6
'[21:30:45.600 2]',322,2622,3,7
'[21:30:45.608 2]',325,2623,10,9
'[21:30:45.616 2]',335,2624,19,6
'[21:30:45.624 2]',354,2625,25,7
'[21:30:45.632 2]',379,2626,32,1
'[21:30:45.640 2]',411,2627,33,-1
'[21:30:45.648 2]',444,2628,32,-2
'[21:30:45.656 2]',476,2629,30,-3
'[21:30:45.664 2]',506,2630,27,-8
'[21:30:45.672 2]',533,2631,19,-3
'[21:30:45.680 2]',552,2632,16,-2
'[21:30:45.688 2]',568,2633,14,-3
'[21:30:45.696 2]',582,2634,11,-2
'[21:30:45.704 2]',593,2635,9,-1
'[21:30:45.712 2]',602,2636,8,-3
'[21:30:45.720 2]',610,2637,5,-1
'[21:30:45.728 2]',615,2638,4,-2
'[21:30:45.736 2]',619,2639,2,-2
'[21:30:45.744 2]',621,2640,0,-2
'[21:30:45.752 2]',621,2641,-2,-4
'[21:30:45.760 2]',619,2642,-6,-2
'[21:30:45.768 2]',613,2643,-8,0
'[21:30:45.776 2]',605,2644,-8,-1
'[21:30:45.784 2]',597,2645,-9,0
'[21:30:45.792 2]',588,2646,-9,-2
'[21:30:45.800 2]',579,2647,-11,-1
'[21:30:45.808 2]',568,2648,-12,0
'[21:30:45.816 2]',556,2649,-12,1
'[21:30:45.824 2]',544,2650,-11,0
'[21:30:45.832 2]',533,2651,-11,0
'[21:30:45.840 2]',522,2652,-11,0
'[21:30:45.848 2]',511,2653,-11,1
'[21:30:45.856 2]',500,2654,-10,0
'[21:30:45.864 2]',490,2655,-10,1
